Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Technical Rating 4 hours,Industry
WYNN,"Wynn Resorts, Limited",81.17,USD,-1.5524560339599769,1862280,1.0327163826911037,8913681070,USD,9.807759693575477,8.2761,USD,11981.897810218976,1.23198,Consumer services,Strong buy,Strong sell,Casinos/Gaming
SCEYF,Source Energy Services Ltd.,11.23,USD,2.650822669104213,100,0.021716941385975203,152110964.52846617,USD,1.2126073741289114,9.26103555,USD,7877.945042240046,0,Non-energy minerals,Buy,Buy,Construction materials
AIRJ,AirJoule Technologies Corporation,8.46,USD,-4.514672686230233,85631,0.7973774289790186,472433156.99999994,USD,1.6797045626017553,5.0366,USD,6195.75,0,Producer manufacturing,Strong buy,Sell,Electrical products
IIM,Invesco Value Municipal Income Trust,11.96,USD,-0.49916805324458174,168653,0.6263464910179463,562938000,USD,10.250257113472745,1.1668,USD,5647.783251231528,5.43646,Miscellaneous,Neutral,Sell,Investment trusts/Mutual funds
VKQ,Invesco Municipal Trust,9.77,USD,0,152062,0.6914140472607069,540628000,USD,10.156980975153342,0.9619,USD,4909.895833333334,5.2999,Miscellaneous,Neutral,Sell,Investment trusts/Mutual funds
MFM,MFS Municipal Income Trust,5.41,USD,0.7448789571694606,139530,1.034008221376914,222825000,USD,4.769040902679831,1.1344,USD,3922.6950354609935,4.45471,Miscellaneous,Neutral,Neutral,Investment trusts/Mutual funds
KSKGF,Kingsgate Consolidated Ltd.,0.81,USD,1.250000000000001,4885,0.5791345583876705,208778868.68441063,USD,1.5830139553819895,0.51168216,USD,3666.134958487899,0,Non-energy minerals,Strong buy,Sell,Precious metals
NMZ,Nuveen Municipal High Income Opportunity Fund,11.03,USD,0.6386861313868476,361277,0.8085993174476985,1219250000,USD,4.722353041914629,2.3357,USD,3460.518292682927,5.80236,Miscellaneous,Neutral,Buy,Investment trusts/Mutual funds
LAAC,Lithium Americas (Argentina) Corp.,2.98,USD,-2.9315960912052073,1078258,0.8601596243389903,482549098.27842236,USD,0.3799592454438306,7.84294641,USD,3327.0599980799943,0,Non-energy minerals,Buy,Buy,Other metals/Minerals
PPC,Pilgrim's Pride Corporation,45.94,USD,1.345687182881093,649446,0.698888744448242,10893433149,USD,11.084035032692352,4.1447,USD,3032.804232804233,0,Process industries,Neutral,Sell,Agricultural commodities/Milling
ADT,ADT Inc.,7.03,USD,0.42857142857143216,4957614,0.925979317114222,5991450264,USD,7.653783342406097,0.9185,USD,2717.4846625766877,3.12945,Commercial services,Buy,Neutral,Miscellaneous commercial services
GAP,"Gap, Inc. (The)",23.81,USD,0.21043771043769846,3463448,0.998166009935525,8979271933,USD,11.067212047968763,2.1514,USD,2015.4375614552605,2.51995,Retail trade,Buy,Sell,Apparel/Footwear retail
NVG,Nuveen AMT-Free Municipal Credit Income Fund,12.33,USD,0.24390243902438505,416269,0.40120163198964953,2632730000,USD,4.7381162817507585,2.6023,USD,1936.2284820031298,6.24088,Miscellaneous,Neutral,Sell,Investment trusts/Mutual funds
VAL,Valaris Limited,44.99,USD,-3.184850441144818,1223685,1.0422951113741368,3199616618,USD,3.0898451986868674,14.5606,USD,1755.7991333163397,0,Industrial services,Buy,Neutral,Contract drilling
COLL,"Collegium Pharmaceutical, Inc.",33.34,USD,14.413177762525747,1233183,3.424297463702419,1075222890,USD,14.384950597575184,2.3177,USD,1442.049234863606,0,Health technology,Buy,Strong buy,Pharmaceuticals: major
TLN,Talen Energy Corporation,215.59,USD,1.3515737019016054,1001492,1.853006473825404,10963900000.000002,USD,11.541035208214002,18.6803,USD,1283.7259259259258,0,Utilities,Strong buy,Strong buy,Alternative power generation
QSG,QuantaSing Group Limited,2,USD,1.52284263959391,49603,0.4524698250069326,102423451,USD,2.000200020002,0.9999,USD,1281.0773480662983,0,Commercial services,Neutral,Sell,Miscellaneous commercial services
KUASF,KUAISHOU TECHNOLOGY,5.39,USD,0.40983606557375846,350,0.16315495058735782,23327220017.18627,USD,11.384779237048786,0.473439132,USD,1226.8673245150007,0,Technology services,Strong buy,Sell,Information technology services
NNGPF,NN Group NV,44.2425,USD,1.7068965517241372,497,0.7339043118724158,12116214855.723475,USD,9.734603429095065,4.544869272000001,USD,1043.7760132535066,8.02867,Finance,Buy,Sell,Life/Health insurance
ZEOOF,Zeon Corp.,9.35,USD,2.7472527472527473,200,0.1195457262402869,1975453436.278947,USD,8.583543894917483,1.0892936663999997,USD,881.468100792986,4.10116,Process industries,Buy,Neutral,Industrial specialties
WGXRF,Westgold Resources Limited,1.837,USD,4.97142857142857,60035,1.1351990167344237,1732492522.0348122,USD,13.932131332445682,0.13185348,USD,838.2852995175268,0.767918,Non-energy minerals,Strong buy,Buy,Precious metals
MNSAF,MINEROS SA,1.1617,USD,5.609090909090896,1060,0.287216170812334,348204933.21226615,USD,4.2953493735795885,0.27045529919999994,USD,835.732197135553,6.53986,Non-energy minerals,Strong buy,Buy,Precious metals
NNGRY,NN Group NV,21.55,USD,-2.400362318840569,37678,1.0313556422363648,11824664507.58999,USD,9.394481014865514,2.2939,USD,809.9166997223323,6.7364,Finance,Buy,Sell,Life/Health insurance
SGCFF,Sagicor Finl Co Ltd.,4.3975,USD,-0.5090497737556553,25888,3.6444006475681,610080876.1690476,USD,1.1924500182337743,3.687785595,USD,796.2249662741727,5.22048,Finance,Strong buy,Sell,Multi-line insurance
SITC,SITE Centers Corp.,14.95,USD,-1.320132013201327,1128453,1.4407516172264645,783830890,USD,1.0903256390621012,13.7115,USD,740.0624923416248,13.913,Finance,Neutral,Sell,Real estate investment trusts
SPRO,"Spero Therapeutics, Inc.",1,USD,-4.761904761904765,159357,0.6165937891399911,54518166,USD,12.594458438287154,0.0794,USD,727.0833333333334,0,Health technology,Buy,Sell,Biotechnology
HNTIF,Hunting Group Plc.,3.9,USD,6.8493150684931505,15000,2.1233826901843096,633273414.8086523,USD,5.102912997884842,0.7642693500000001,USD,714.7750558174746,2.73597,Industrial services,Strong buy,Sell,Oilfield services/Equipment
VCV,Invesco California Value Municipal Income Trust,11.25,USD,0.2673796791443793,84258,0.5901775758017247,538768000,USD,10.629251700680273,1.0584,USD,701.8181818181818,4.44622,Miscellaneous,Neutral,Buy,Investment trusts/Mutual funds
BUR,Burford Capital Limited,12.77,USD,-0.8540372670807546,868060,1.3467467067104775,2802017826.4658327,USD,10.467834663887748,1.21992756,USD,695.5085009695347,0.938335,Finance,Strong buy,Sell,Finance/Rental/Leasing
GBLBF,Groupe Bruxelles Lambert SA,68.25,USD,0.9316770186335336,12590,8.189683210824173,8791548292.678307,USD,5.8615302637439415,11.643717072000001,USD,694.8076800388909,2.86033,Finance,Buy,Sell,Financial conglomerates
CEPU,Central Puerto S.A.,15.02,USD,-5.5345911949685584,923128,2.523908185132387,2739433948.5167103,USD,5.812243634393623,2.5842,USD,677.4368231046933,2.35584,Utilities,Neutral,Neutral,Electric utilities
NDEKY,Nitto Denko Corp.,16.97,USD,-0.5275498241500578,45737,1.9294567299174001,11934536722.375488,USD,13.026790512013509,1.3027,USD,638.4920634920635,2.06179,Electronic technology,Neutral,Buy,Electronic equipment/Instruments
PBPB,Potbelly Corporation,9.01,USD,-0.7709251101321617,104646,1.1004097908142503,269733187,USD,7.20742340612751,1.2501,USD,638.3933845245127,0,Consumer services,Buy,Sell,Restaurants
PRU,"Prudential Financial, Inc.",118.43,USD,-0.6293002181574089,1388775,1.5180196482586348,42161080109.00001,USD,10.49660099089757,11.2827,USD,629.5163584637269,4.39078,Finance,Neutral,Sell,Investment managers
BIRMF,"Biorem, Inc.",2.25,USD,0.896860986547086,505,0.062498453008588896,36269382.8990228,USD,10.2231328231672,0.22008909000000001,USD,625.7122950527777,0,Producer manufacturing,Strong buy,Strong buy,Industrial machinery
DX,"Dynex Capital, Inc.",12.5,USD,-0.4777070063694307,1894126,1.1402670563784818,991294003,USD,9.934827531394054,1.2582,USD,610.0451467268623,12.48,Finance,Buy,Sell,Real estate investment trusts
THC,Tenet Healthcare Corporation,130.21,USD,1.094720496894407,1163292,1.2421810555675092,12382581023.999998,USD,4.165453702074569,31.2595,USD,602.6185659698808,0,Health services,Buy,Neutral,Hospital/Nursing management
MAT,"Mattel, Inc.",18.43,USD,0.9309967141292341,2519334,1.2851246117400335,6209066990,USD,11.579542598642876,1.5916,USD,591.0985670864089,0,Consumer durables,Buy,Buy,Recreational products
BCKIF,Babcock International Group Plc,6.25,USD,4.42773600668337,1966,0.3711815126685043,3148275877.2375913,USD,12.467179402192965,0.50131628,USD,576.0132452760168,1.07811,Producer manufacturing,Buy,Neutral,Trucks/Construction/Farm machinery
PBYI,Puma Biotechnology Inc,3.55,USD,-5.080213903743325,954966,0.9535234144263144,174261278.00000003,USD,7.4768323504633525,0.4748,USD,545.1086956521739,0,Health technology,Neutral,Buy,Pharmaceuticals: major
UE,Urban Edge Properties,20.33,USD,-0.049164208456251544,859763,1.2053393306616025,2538634445,USD,9.100675947893816,2.2339,USD,542.6639815880324,3.34481,Finance,Buy,Sell,Real estate investment trusts
RPRX,Royalty Pharma plc,26.2,USD,0.6144393241167441,2225778,0.9584056533144055,15437896306,USD,10.248386465871308,2.5565,USD,538.8055972013995,3.20611,Health technology,Strong buy,Buy,Pharmaceuticals: major
GNK,Genco Shipping & Trading Limited,14.06,USD,0.28530670470756725,292184,0.7498434532669507,601176042,USD,8.932088177371197,1.5741,USD,529.8919567827131,11.1664,Transportation,Buy,Neutral,Marine shipping
JBSAY,JBS S.A.,11.69,USD,0.8628127696289875,34827,0.5546681021645545,12910119140.257599,USD,9.456398640996602,1.2362,USD,492.6174496644295,8.87944,Consumer non-durables,Strong buy,Sell,Food: meat/fish/dairy
REVG,"REV Group, Inc.",33.09,USD,0.9765028989929823,350236,0.7857985659191877,1720340075,USD,7.385666138428231,4.4803,USD,489.4356005788712,0.634633,Consumer durables,Neutral,Strong buy,Motor vehicles
VTN,Invesco Trust for Investment Grade New York Municipals,10.45,USD,-0.143334925943627,24319,0.278322989256886,203543000,USD,10.741083359029705,0.9729,USD,487.1454435727219,5.00574,Miscellaneous,Strong buy,Sell,Investment trusts/Mutual funds
TGB,"Taseko Mines, Ltd.",2.05,USD,0,4941952,2.4387622672734715,624130458.8235294,USD,10.730488471464163,0.191044425,USD,481.91920757988254,0,Non-energy minerals,Strong buy,Buy,Other metals/Minerals
MNXBF,"Monex Group, Inc.",6.2,USD,0,400,1.4700477765527378,1592036938.4783525,USD,7.383471740173068,0.8397133784999999,USD,405.4793026228015,3.17846,Finance,Buy,Neutral,Regional banks
CTXAF,Ampol Ltd.,16,USD,-4.783441840536063,14997,14.553129548762737,3812833585.2459016,USD,8.122639675135026,1.969803,USD,403.1749170061521,6.14754,Energy minerals,Buy,Strong sell,Oil refining/Marketing
TMP,Tompkins Financial Corporation,66.11,USD,0.24260803639120027,48318,1.2525144646523299,951566294,USD,14.234653230842106,4.6443,USD,394.07446808510645,3.69082,Finance,Buy,Sell,Regional banks
CTXAY,Ampol Ltd.,36,USD,-0.5799502899751474,2512,0.18354254650670018,4334972167.21008,USD,9.308820107051432,3.8673,USD,388.7891809908999,6.28787,Energy minerals,Buy,Buy,Oil refining/Marketing
MNDJF,Mandalay Resources Corp.,2.78,USD,0,4811,0.4953308554778794,261298036.6405868,USD,8.86957278857183,0.313431105,USD,382.76601633725085,0,Non-energy minerals,Strong buy,Sell,Precious metals
CWT,California Water Service Group,43.27,USD,-2.4571686203787113,476886,2.00315288466264,2573409263.0000005,USD,12.520616915998726,3.4559,USD,379.45338512763595,2.5884,Utilities,Buy,Sell,Water utilities
SRBIF,Serabi Gold Plc,1.4,USD,-1.75438596491229,1500,0.32680450554478313,106028383.7704918,USD,5.117125146459431,0.27359112,USD,378.2732934607815,0,Non-energy minerals,Buy,Buy,Precious metals
LCSHF,Lancashire Holdings Ltd.,8.31,USD,0,1300,0.4723493932127026,2027722988.2581148,USD,5.593402337610052,1.48567893,USD,360.27175409707917,2.74821,Finance,Buy,Strong buy,Property/Casualty insurance
CPCAY,"Cathay Pacific Airways, Ltd.",6.19,USD,-0.0807102502017739,4239,0.594855531075904,8134604833.149951,USD,8.227006911217439,0.7524,USD,350,5.81676,Transportation,Buy,Buy,Airlines
TRMB,Trimble Inc.,72.54,USD,0.7220216606498338,1153815,1.2187725288567421,17714820332,USD,12.12435233160622,5.983,USD,345.9268092718193,0,Technology services,Buy,Buy,Packaged software
SWRAY,Swire Pacific Ltd.,8.79,USD,-1.2359550561797887,36012,0.8734141295569142,10972868815.358442,USD,3.472935598577637,2.531,USD,344.89365442081214,4.32306,Consumer non-durables,Buy,Sell,Beverages: non-alcoholic
CMCLF,CMOC GROUP LTD,0.7069,USD,-8.456358456358458,4000,0.7019021548396154,19386316957.67125,USD,7.703520914449016,0.091763235,USD,337.7646842070412,3.07192,Distribution services,Strong buy,Sell,Wholesale distributors
BLBD,Blue Bird Corporation,40.29,USD,0.024826216484602807,591790,1.2844602213224434,1300078581.0000002,USD,12.679779701022815,3.1775,USD,335.09516636998507,0,Consumer durables,Strong buy,Sell,Motor vehicles
MITT,"AG Mortgage Investment Trust, Inc.",6.49,USD,0,258618,0.7779009686087972,191518595,USD,2.844619767696691,2.2815,USD,321.875,11.5562,Finance,Buy,Sell,Real estate investment trusts
DCGO,DocGo Inc.,4.25,USD,0.7109004739336553,321713,0.8663649098957658,433714653,USD,14.685556323427782,0.2894,USD,308.1805359661495,0,Health services,Strong buy,Sell,Medical/Nursing services
MRCC,Monroe Capital Corporation,8.45,USD,0.35629453681709455,51382,0.6534041054256626,183080567.99999997,USD,14.078640453182272,0.6002,USD,298.0106100795756,11.8343,Finance,Neutral,Buy,Investment managers
SECYF,SECURE WASTE INFRASTRUCTURE CORP.,11.17,USD,1.4532243415077215,5206,0.2806317718721363,2642893633.544265,USD,6.92889455817617,1.612089765,USD,295.2430598435527,2.49377,Industrial services,Buy,Buy,Environmental services
EXETF,"Extendicare, Inc.",7.1495,USD,-1.11341632088521,1290,0.6019036954087347,596747363.8384615,USD,14.434356445444381,0.49531131,USD,291.8962717851334,4.67381,Health services,Buy,Neutral,Hospital/Nursing management
MFCSF,Medical Facilities Corp.,10.985,USD,4.420152091254752,1177,0.41612161923280894,252916029.93056434,USD,13.675293349203146,0.803273445,USD,289.7342388456537,2.22257,Health services,Neutral,Buy,Hospital/Nursing management
AGNC,AGNC Investment Corp.,9.29,USD,-0.32188841201717955,15327525,0.8505068857402365,8227594000.999999,USD,6.502869942601147,1.4286,USD,289.4765539803708,15.5005,Finance,Buy,Sell,Real estate investment trusts
KLPEF,Klepierre SA,28.71,USD,-1.3232514177693693,277,0.6871743984123047,8136293206.921531,USD,11.344049209077243,2.530842336,USD,288.2694869913672,6.43317,Finance,Neutral,Sell,Real estate development
INTR,Inter & Co. Inc.,4.25,USD,-3.1890660592255053,1299513,0.863715785781752,1709309826,USD,11.988716502115656,0.3545,USD,286.1655773420479,0.000705882,Finance,Buy,Sell,Major banks
TAP.A,Molson Coors Beverage Company,57.55,USD,1.0535557506584623,910,0.7639355271994627,11312757049.264086,USD,12.981593431381393,4.4332,USD,282.56817397307555,3.01913,Consumer non-durables,Neutral,Sell,Beverages: alcoholic
TAP,Molson Coors Beverage Company,55.59,USD,0.7247689798876711,1505335,1.0721536275741275,11459203687,USD,12.539474871424705,4.4332,USD,282.56817397307555,3.16604,Consumer non-durables,Neutral,Sell,Beverages: alcoholic
SCM,Stellus Capital Investment Corporation,13.76,USD,0.14556040756913807,77969,0.6788880268807232,372314472,USD,7.043046527102421,1.9537,USD,281.5075180628783,11.625,Finance,Neutral,Sell,Investment managers
HUWWF,Helios Underwriting PLC,3.26,USD,44.12661921393519,50000,,232578026.66949156,USD,11.354037595029551,0.28712253,USD,275.7564990565601,2.54237,Finance,Strong buy,,Insurance brokers/Services
DRXGF,Drax Group Plc,7.6308,USD,-1.5380645161290347,100,0.11066843736166446,2475840669.18825,USD,3.6343667237672346,2.09962301,USD,271.9717124600885,3.79688,Utilities,Buy,Neutral,Electric utilities
BVN,Buenaventura Mining Company Inc.,12.62,USD,4.125412541254125,1267107,1.6425713884597002,3420035474.83317,USD,8.920619212553897,1.4147,USD,270.14652014652023,0.551688,Non-energy minerals,Buy,Buy,Precious metals
SSEZF,SSE Plc,20.2328,USD,-4.8226550004704025,13922,25.179960209802857,22171133243.03349,USD,8.597000516683437,2.353472,USD,262.22074137733154,3.81679,Utilities,Buy,Strong sell,Electric utilities
EQX,Equinox Gold Corp.,5.8,USD,9.84848484848484,11332151,2.854755948195989,2641296013.005988,USD,11.833402987191606,0.49013796,USD,253.42773110479823,0,Non-energy minerals,Buy,Strong buy,Precious metals
APAJF,APA Group Stapled Security,4.0625,USD,-10.438712522045847,2187,0.26394873094608784,5260741513.561321,USD,7.775401168593511,0.52248108,USD,252.5870229780342,8.12772,Utilities,Buy,Strong sell,Gas distributors
DBMBF,Deutsche Bank Mexico SA,1.578,USD,6.621621621621627,9000,0.7867683054759074,1211155423.71395,USD,2.3758029467192956,0.6641964991999999,USD,252.30413539871418,6.61689,Finance,Buy,Sell,Real estate investment trusts
TGHLF,Tornado Infrastructure Equipment Ltd.,0.6812,USD,-2.662214163133664,13725,0.9741642416069274,93703232.87670103,USD,10.972902793483268,0.0620802,USD,242.8318660309277,0,Consumer durables,Strong buy,Sell,Motor vehicles
VC,Visteon Corporation,84.92,USD,-1.9286291719598125,276380,1.150358201848365,2345395991,USD,4.609855928431064,18.4214,USD,242.2779635823114,0,Producer manufacturing,Buy,Strong sell,Auto parts: OEM
TOPPY,TOPPAN HOLDINGS INC.,13.26,USD,0.45454545454545836,191,0.24022135580430135,7952418024.869275,USD,14.064488756894358,0.9428,USD,240.23818116203532,1.14828,Commercial services,Buy,Buy,Commercial printing/Forms
SSEZY,SSE Plc,19.61,USD,-3.016815034619186,362225,1.5399871605736077,21291336108.768,USD,8.834129200828903,2.2198,USD,239.26333486168426,3.74558,Utilities,Strong buy,Sell,Electric utilities
SUPV,Grupo Supervielle S.A.,18.53,USD,1.1462882096069915,1809226,1.428215067847135,1952464273.317255,USD,10.29787707013449,1.7994,USD,238.93388585420982,0.836222,Finance,Buy,Buy,Major banks
ESOA,Energy Services of America Corporation,11.55,USD,-4.387417218543041,247310,0.835056221356248,191983087,USD,7.633840052875083,1.513,USD,238.55448646229576,0.25974,Industrial services,Strong buy,Sell,Engineering & construction
BMA,Banco Macro S.A.,113.02,USD,-2.4428139835994807,267328,0.9842097454171665,8392671955.009952,USD,5.502862929926382,20.5384,USD,236.42483906370293,7.17067,Finance,Strong buy,Buy,Major banks
JMPLF,Johnson Matthey plc,16.99,USD,1.432835820895513,300,0.543773790103317,2842888834.5018616,USD,4.376279958856064,3.8822927600000003,USD,231.07862312856824,5.73343,Process industries,Buy,Sell,Chemicals: major diversified
JMPLY,Johnson Matthey plc,33.17,USD,-1.6018985464253905,6602,0.7586151424270628,2777544223.104,USD,4.468122364858494,7.4237,USD,217.31994015815346,5.76131,Process industries,Buy,Strong sell,Chemicals: major diversified
AIAGF,Aurubis Ag,79.0108,USD,-4.282355107534364,126,0.4219691895512391,3449535031.7671494,USD,7.447592725305165,10.608904503,USD,211.27917878293775,1.90736,Non-energy minerals,Neutral,Buy,Other metals/Minerals
RMSYF,Ramsay Health Care Ltd.,21.07,USD,0,1000,0.9887284951552304,4828201171.189313,USD,8.297194071684372,2.5394126999999997,USD,205.47444175468524,2.29819,Health services,Neutral,Strong sell,Hospital/Nursing management
AIAGY,Aurubis Ag,36.85,USD,-14.83706956320777,273,0.7651345291479821,3306254035.25928,USD,7.132764260689469,5.1663,USD,205.4632531189026,1.34006,Non-energy minerals,Neutral,Strong sell,Other metals/Minerals
KOS,Kosmos Energy Ltd.,3.75,USD,-3.8461538461538445,6908660,0.876534891745024,1769608040.0000002,USD,8.27084252315836,0.4534,USD,204.49966420416388,0,Energy minerals,Buy,Buy,Integrated oil
ACU,Acme,35.91,USD,-0.13904338153505078,9153,0.9529114134904689,134355573.99999997,USD,7.348066298342541,4.887,USD,196.55925723648278,1.67084,Distribution services,Strong buy,Sell,Wholesale distributors
EW,Edwards Lifesciences Corporation,74.15,USD,0.692558392178171,3447118,0.9305540513268251,43733669995,USD,10.696151404996828,6.9324,USD,196.4337637903019,0,Health technology,Buy,Buy,Medical specialties
H,Hyatt Hotels Corporation,152.34,USD,-0.4899078973153047,469377,1.348748051058391,14630488437.000002,USD,11.481847164962053,13.2679,USD,195.76896497915692,0.393856,Consumer services,Buy,Sell,Hotels/Resorts/Cruise lines
FMC,FMC Corporation,50.31,USD,-1.6037551339722282,1473964,1.1144361873677613,6280478147,USD,4.34009955227357,11.5919,USD,195.1996536620149,4.61141,Process industries,Buy,Neutral,Chemicals: agricultural
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,14.36,USD,-1.508916323731143,488133,0.859753268726154,9727808242.595,USD,5.641771107531528,2.5453,USD,195.0388315752869,1.48246,Utilities,Strong buy,Sell,Water utilities
EBR.B,Centrais Electricas Brasileiras S.A. Sponsored,6.35,USD,1.762820512820504,21851,0.45837284039705645,13001505853.3716,USD,7.7269408615234845,0.8218,USD,191.625266146203,9.95342,Utilities,Strong buy,Sell,Electric utilities
EBR,Centrais Electricas Brasileiras S A,5.7,USD,0.5291005291005335,3929344,1.8422288145120977,13001505853.3716,USD,6.935994159162814,0.8218,USD,191.625266146203,3.50282,Utilities,Strong buy,Neutral,Electric utilities
EARN,Ellington Credit Company,6.53,USD,-0.9104704097116785,422800,0.7956428579762445,190523188,USD,5.820483109011499,1.1219,USD,191.40259740259737,14.7014,Finance,Neutral,Sell,Real estate investment trusts
BZLYF,Beazley Plc,10.3399,USD,0.5826848249027309,1740,1.9851682829435253,6511578266.3840275,USD,5.300984940730212,1.9505620399999999,USD,183.00601004106173,1.7434,Finance,Strong buy,Buy,Multi-line insurance
RMLRF,Ramelius Resources Ltd.,1.32,USD,4.761904761904765,14511,2.386088958316205,1524630353.2777777,USD,10.329671464799063,0.12778722,USD,181.7513989760686,2.31481,Non-energy minerals,Strong buy,Sell,Precious metals
ALMMF,Aluminum Corporation of China Ltd.,0.54,USD,-5.263157894736828,13463,1.5585783746237556,14465179115.54378,USD,6.479891630292374,0.08333472700000001,USD,180.12309456174543,4.06452,Distribution services,Strong buy,Strong sell,Wholesale distributors
MSADF,"MS&AD Insurance Group Holdings, Inc.",21.34,USD,-0.9285051067780841,5291,5.5776934429685685,33839298039.548607,USD,6.567252940797742,3.2494560803999994,USD,177.43744387619498,3.02938,Finance,Neutral,Sell,Multi-line insurance
UOLGY,UOL Group Ltd.,15.205,USD,1.1643379906853009,3428,0.2627665608854957,3173406008.821,USD,6.164605716602473,2.4665,USD,177.35297424940964,2.84185,Finance,Strong buy,Sell,Real estate development
